"統計名：","住民基本台帳人口移動報告 年報（年齢別）2010年～2019年"
"表番号：","1-3"
"表題：","年齢（５歳階級），男女別転入超過数－全国，都道府県，３大都市圏（東京圏，名古屋圏，大阪圏），大都市（東京都特別区部及び政令指定都市）　（2010年～2019年）"
"実施年月：","-","-"
"市区町村時点（年月日）：","-"

"***","調査していないため該当数値がないもの"
"-","定義上該当数値がないもの"

"","","","","","","","","","","","","","","","/年齢 コード","000","201","202","203","204","205","206","207","208","209","210","211","212","213","214","215","216","217","218","402"
"","","","","","","","","","","","","","","","/年齢 補助コード","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"表章項目 コード","表章項目 補助コード","表章項目","性別 コード","性別 補助コード","性別","国籍 コード","国籍 補助コード","国籍","時間軸（年次） コード","時間軸（年次） 補助コード","時間軸（年次）","地域 コード","地域 補助コード","地域","/年齢","総数","0～4歳","5～9歳","10～14歳","15～19歳","20～24歳","25～29歳","30～34歳","35～39歳","40～44歳","45～49歳","50～54歳","55～59歳","60～64歳","65～69歳","70～74歳","75～79歳","80～84歳","85～89歳","90歳以上"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","09000","","栃木県","","-5,674","-76","-153","-33","-908","-2,600","-1,123","-585","-310","-114","-150","-31","26","38","119","52","38","78","45","11"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","10000","","群馬県","","-562","222","14","-6","-39","-1,919","-75","7","-47","14","-78","-22","73","102","238","260","218","240","147","89"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","11000","","埼玉県","","24,652","1,723","517","316","3,313","5,781","3,295","2,876","1,978","871","764","285","143","-130","-11","304","567","657","822","581"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","12000","","千葉県","","11,889","1,827","697","327","1,544","1,513","-879","1,092","958","743","628","450","336","181","294","300","397","492","622","368"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","13000","","東京都","","79,844","-3,999","285","1,298","15,529","54,124","20,128","2,945","-962","119","773","-106","-1,277","-2,249","-2,206","-1,229","-1,010","-834","-811","-673"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","14000","","神奈川県","","23,483","-439","-123","168","6,279","13,685","3,081","563","27","2","370","36","-696","-735","-335","-12","236","502","524","348"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","15000","","新潟県","","-6,901","-2","-85","-116","-1,355","-3,867","-908","-61","-139","-158","-24","-23","29","57","81","-20","-53","-59","-106","-92"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","16000","","富山県","","-1,585","63","9","0","-364","-907","-310","-53","-32","18","-16","10","9","52","26","2","-1","-9","-63","-19"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","17000","","石川県","","-1,528","106","-11","-29","594","-1,617","-589","-12","70","-21","3","-70","-28","24","28","24","10","-9","4","-5"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","18000","","福井県","","-2,387","28","-55","-63","-422","-1,176","-357","-118","0","-62","-113","20","-17","32","18","-27","-21","-16","-13","-25"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","19000","","山梨県","","-3,405","2","-87","-25","-17","-2,304","-741","-186","-24","-96","-75","-62","61","62","73","18","-1","1","0","-4"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","20000","","長野県","","-3,076","285","98","-63","-1,781","-2,825","-307","286","379","141","20","94","74","245","216","89","-3","24","-20","-27"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","21000","","岐阜県","","-5,986","412","15","-87","-1,116","-3,040","-1,700","-474","-87","96","47","9","51","61","-10","-21","-56","-50","-32","-4"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","22000","","静岡県","","-5,583","-234","-264","-204","-1,834","-2,312","-556","-534","-258","-225","-85","62","115","235","222","100","28","120","45","-4"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","23000","","愛知県","","3,112","-1,331","-446","-177","1,834","4,556","641","-390","-224","-294","-498","-320","-84","-368","-267","-38","125","140","158","95"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","24000","","三重県","","-4,502","63","-196","-122","-961","-1,491","-462","-293","-215","-104","-195","-177","-80","-92","21","-27","-33","-38","-67","-33"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","25000","","滋賀県","","409","239","40","35","148","-1,254","163","422","76","87","45","55","36","52","47","41","34","53","52","38"
"04","","転入超過数【人】","0","","総数","60000","","移動者","2018000000","","2018年","26000","","京都府","","-2,536","-161","-100","55","1,893","-711","-2,063","-844","-541","-81","84","29","52","52","-41","29","-16","-48","-72","-52"
